"“ерминал";"ƒень недели";"ƒата";"¬алюта";"1€ кассета: номинал";"1€ кассета: количество";"1€ кассета: статус";"2€ кассета: номинал";"2€ кассета: количество";"2€ кассета: статус";"3€ кассета: номинал";"3€ кассета: количество";"3€ кассета: статус";"4€ кассета: номинал";"4€ кассета: количество";"4€ кассета: статус";"кол-во банкнот в сбросовой кассете";"сумма в банкомате на начало суток";"сумма выданых наличных за сутки"
"000002";"6";"15.04.2017";"BYN";"5";"1806";"1";"20";"1979";"1";"50";"338";"1";"0";"0";"0";"4";"65510";"20270"
"000002";"6";"15.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"245";"1";"4";"12250";"3200"
"000002";"7";"16.04.2017";"BYN";"5";"1748";"1";"20";"1825";"1";"50";"0";"0";"0";"0";"0";"4";"45240";"0"
"000002";"7";"16.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"181";"1";"4";"9050";"0"
"000002";"1";"17.04.2017";"BYN";"5";"1748";"1";"20";"1825";"1";"50";"0";"0";"0";"0";"0";"4";"45240";"17945"
"000002";"1";"17.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"181";"1";"4";"9050";"1550"
"000002";"2";"18.04.2017";"BYN";"5";"1635";"1";"20";"956";"1";"50";"0";"0";"0";"0";"0";"4";"27295";"15460"
"000002";"2";"18.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"150";"1";"4";"7500";"2750"
"000002";"3";"19.04.2017";"BYN";"5";"1547";"1";"20";"205";"1";"50";"0";"0";"0";"0";"0";"4";"11835";"19500"
"000002";"3";"19.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"95";"1";"4";"4750";"3200"
"000002";"4";"20.04.2017";"BYN";"5";"949";"1";"20";"922";"1";"50";"283";"1";"0";"0";"0";"4";"37335";"17190"
"000002";"4";"20.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"56";"1";"4";"2800";"750"
"000002";"5";"21.04.2017";"BYN";"5";"909";"1";"20";"780";"1";"50";"0";"0";"0";"0";"0";"4";"20145";"24490"
"000002";"5";"21.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"41";"1";"4";"2050";"2550"
"000002";"6";"22.04.2017";"BYN";"5";"1983";"1";"20";"2361";"1";"50";"2217";"1";"0";"0";"0";"4";"167985";"13660"
"000002";"6";"22.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"489";"1";"4";"24450";"450"
"000002";"7";"23.04.2017";"BYN";"5";"1947";"1";"20";"2317";"1";"50";"1965";"1";"0";"0";"0";"4";"154325";"5480"
"000002";"7";"23.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"480";"1";"4";"24000";"1900"
"000002";"1";"24.04.2017";"BYN";"5";"1901";"1";"20";"2272";"1";"50";"1878";"1";"0";"0";"0";"4";"148845";"7165"
"000002";"1";"24.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"442";"1";"4";"22100";"1300"
"000002";"2";"25.04.2017";"BYN";"5";"1872";"1";"20";"2236";"1";"50";"1752";"1";"0";"0";"0";"4";"141680";"3210"
"000002";"2";"25.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"416";"1";"4";"20800";"50"
"000002";"3";"26.04.2017";"BYN";"5";"1864";"1";"20";"2220";"1";"50";"1695";"1";"0";"0";"0";"4";"138470";"12645"
"000002";"3";"26.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"415";"1";"4";"20750";"5050"
"000002";"4";"27.04.2017";"BYN";"5";"1811";"1";"20";"2146";"1";"50";"1477";"1";"0";"0";"0";"4";"125825";"33270"
"000002";"4";"27.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"314";"1";"4";"15700";"4750"
"000002";"5";"28.04.2017";"BYN";"5";"1747";"1";"20";"2056";"1";"50";"854";"1";"0";"0";"0";"4";"92555";"15480"
"000002";"5";"28.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"219";"1";"4";"10950";"100"
"000002";"6";"29.04.2017";"BYN";"5";"1703";"1";"20";"1978";"1";"50";"580";"1";"0";"0";"0";"4";"77075";"19650"
"000002";"6";"29.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"217";"1";"4";"10850";"2600"
"000002";"7";"30.04.2017";"BYN";"5";"1655";"1";"20";"1885";"1";"50";"229";"1";"0";"0";"0";"4";"57425";"6155"
"000002";"7";"30.04.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"165";"1";"4";"8250";"1200"
"000002";"1";"01.05.2017";"BYN";"5";"1614";"1";"20";"1850";"1";"50";"124";"1";"0";"0";"0";"4";"51270";"3235"
"000002";"1";"01.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"141";"1";"4";"7050";"1650"
"000002";"2";"02.05.2017";"BYN";"5";"1587";"1";"20";"1825";"1";"50";"72";"1";"0";"0";"0";"4";"48035";"10860"
"000002";"2";"02.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"108";"1";"4";"5400";"250"
"000002";"3";"03.05.2017";"BYN";"5";"1535";"1";"20";"1475";"1";"50";"0";"0";"0";"0";"0";"4";"37175";"15380"
"000002";"3";"03.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"103";"1";"4";"5150";"300"
"000002";"4";"04.05.2017";"BYN";"5";"1463";"1";"20";"724";"1";"50";"0";"0";"0";"0";"0";"4";"21795";"14965"
"000002";"4";"04.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"97";"1";"4";"4850";"2400"
"000002";"5";"05.05.2017";"BYN";"5";"1366";"1";"20";"0";"0";"50";"0";"0";"0";"0";"0";"18";"6830";"17385"
"000002";"5";"05.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"49";"1";"18";"2450";"2650"
"000002";"6";"06.05.2017";"BYN";"5";"2361";"1";"20";"2342";"1";"50";"2216";"1";"0";"0";"0";"4";"169445";"19300"
"000002";"6";"06.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"496";"1";"4";"24800";"100"
"000002";"7";"07.05.2017";"BYN";"5";"2313";"1";"20";"2274";"1";"50";"1862";"1";"0";"0";"0";"4";"150145";"7025"
"000002";"7";"07.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"494";"1";"4";"24700";"500"
"000002";"1";"08.05.2017";"BYN";"5";"2290";"1";"20";"2241";"1";"50";"1737";"1";"0";"0";"0";"4";"143120";"9505"
"000002";"1";"08.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"484";"1";"4";"24200";"950"
"000002";"2";"09.05.2017";"BYN";"5";"2249";"1";"20";"2186";"1";"50";"1573";"1";"0";"0";"0";"4";"133615";"2510"
"000002";"2";"09.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"465";"1";"4";"23250";"0"
"000002";"3";"10.05.2017";"BYN";"5";"2229";"1";"20";"2178";"1";"50";"1528";"1";"0";"0";"0";"4";"131105";"33080"
"000002";"3";"10.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"465";"1";"4";"23250";"3200"
"000002";"4";"11.05.2017";"BYN";"5";"2187";"1";"20";"2052";"1";"50";"921";"1";"0";"0";"0";"13";"98025";"31600"
"000002";"4";"11.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"401";"1";"13";"20050";"3200"
"000002";"5";"12.05.2017";"BYN";"5";"2133";"1";"20";"1933";"1";"50";"342";"1";"0";"0";"0";"23";"66425";"50480"
"000002";"5";"12.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"337";"1";"23";"16850";"4800"
"000002";"6";"13.05.2017";"BYN";"5";"2021";"1";"20";"292";"1";"50";"0";"0";"0";"0";"0";"28";"15945";"15945"
"000002";"6";"13.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"241";"1";"28";"12050";"2550"
"000002";"7";"14.05.2017";"BYN";"5";"0";"0";"20";"0";"0";"50";"0";"0";"0";"0";"0";"83";"0";"0"
"000002";"7";"14.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"190";"1";"83";"9500";"1350"
"000002";"1";"15.05.2017";"BYN";"5";"0";"0";"20";"0";"0";"50";"0";"0";"0";"0";"0";"83";"0";"27065"
"000002";"1";"15.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"163";"1";"83";"8150";"2700"
"000002";"2";"16.05.2017";"BYN";"5";"2349";"1";"20";"2287";"1";"50";"1909";"1";"0";"0";"0";"4";"152935";"24565"
"000002";"2";"16.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"446";"1";"4";"22300";"2900"
"000002";"3";"17.05.2017";"BYN";"5";"2290";"1";"20";"2201";"1";"50";"1458";"1";"0";"0";"0";"4";"128370";"26125"
"000002";"3";"17.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"388";"1";"4";"19400";"1700"
"000002";"4";"18.05.2017";"BYN";"5";"2213";"1";"20";"2099";"1";"50";"984";"1";"0";"0";"0";"4";"102245";"33055"
"000002";"4";"18.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"354";"1";"4";"17700";"1600"
"000002";"5";"19.05.2017";"BYN";"5";"2158";"1";"20";"2020";"1";"50";"360";"1";"0";"0";"0";"4";"69190";"25910"
"000002";"5";"19.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"322";"1";"4";"16100";"1950"
"000002";"6";"20.05.2017";"BYN";"5";"2088";"1";"20";"1642";"1";"50";"0";"0";"0";"0";"0";"4";"43280";"11865"
"000002";"6";"20.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"283";"1";"4";"14150";"50"
"000002";"7";"21.05.2017";"BYN";"5";"1983";"1";"20";"1075";"1";"50";"0";"0";"0";"0";"0";"4";"31415";"8450"
"000002";"7";"21.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"282";"1";"4";"14100";"2400"
"000002";"1";"22.05.2017";"BYN";"5";"1889";"1";"20";"676";"1";"50";"0";"0";"0";"0";"0";"4";"22965";"22965"
"000002";"1";"22.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"234";"1";"4";"11700";"1400"
"000002";"2";"23.05.2017";"BYN";"5";"0";"0";"20";"0";"0";"50";"0";"0";"0";"0";"0";"4";"0";"13280"
"000002";"2";"23.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"206";"1";"4";"10300";"50"
"000002";"3";"24.05.2017";"BYN";"5";"2376";"1";"20";"2357";"1";"50";"2154";"1";"0";"0";"0";"4";"166720";"0"
"000002";"3";"24.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"499";"1";"4";"24950";"0"
"000002";"4";"25.05.2017";"BYN";"5";"2327";"1";"20";"2250";"1";"50";"1764";"1";"0";"0";"0";"4";"144835";"23885"
"000002";"4";"25.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"493";"1";"4";"24650";"1500"
"000002";"5";"26.05.2017";"BYN";"5";"2234";"1";"20";"2079";"1";"50";"1364";"1";"0";"0";"0";"4";"120950";"26850"
"000002";"5";"26.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"463";"1";"4";"23150";"2750"
"000002";"6";"27.05.2017";"BYN";"5";"2170";"1";"20";"1970";"1";"50";"877";"1";"0";"0";"0";"4";"94100";"15675"
"000002";"6";"27.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"408";"1";"4";"20400";"550"
"000002";"7";"28.05.2017";"BYN";"5";"2115";"1";"20";"1895";"1";"50";"599";"1";"0";"0";"0";"4";"78425";"6400"
"000002";"7";"28.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"397";"1";"4";"19850";"1950"
"000002";"1";"29.05.2017";"BYN";"5";"2079";"1";"20";"1864";"1";"50";"487";"1";"0";"0";"0";"4";"72025";"32860"
"000002";"1";"29.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"358";"1";"4";"17900";"3500"
"000002";"2";"30.05.2017";"BYN";"5";"2029";"1";"20";"1790";"1";"50";"193";"1";"0";"0";"0";"4";"55595";"37010"
"000002";"2";"30.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"323";"1";"4";"16150";"9800"
"000002";"3";"31.05.2017";"BYN";"5";"1954";"1";"20";"1366";"1";"50";"0";"0";"0";"0";"0";"4";"37090";"41370"
"000002";"3";"31.05.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"225";"1";"4";"11250";"2800"
"000002";"4";"01.06.2017";"BYN";"5";"1841";"1";"20";"360";"1";"50";"0";"0";"0";"0";"0";"4";"16405";"19880"
"000002";"4";"01.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"197";"1";"4";"9850";"4100"
"000002";"5";"02.06.2017";"BYN";"5";"2374";"1";"20";"2360";"1";"50";"2248";"1";"0";"0";"0";"4";"171470";"44750"
"000002";"5";"02.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"459";"1";"4";"22950";"6100"
"000002";"6";"03.06.2017";"BYN";"5";"2313";"1";"20";"2269";"1";"50";"1843";"1";"0";"0";"0";"4";"149095";"21610"
"000002";"6";"03.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"398";"1";"4";"19900";"400"
"000002";"7";"04.06.2017";"BYN";"5";"2268";"1";"20";"2220";"1";"50";"1651";"1";"0";"0";"0";"4";"138290";"10710"
"000002";"7";"04.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"394";"1";"4";"19700";"100"
"000002";"1";"05.06.2017";"BYN";"5";"2251";"1";"20";"2189";"1";"50";"1558";"1";"0";"0";"0";"4";"132935";"52310"
"000002";"1";"05.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"393";"1";"4";"19650";"2300"
"000002";"2";"06.06.2017";"BYN";"5";"2190";"1";"20";"2059";"1";"50";"1093";"1";"0";"0";"0";"4";"106780";"41890"
"000002";"2";"06.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"370";"1";"4";"18500";"2300"
"000002";"3";"07.06.2017";"BYN";"5";"2141";"1";"20";"1959";"1";"50";"719";"1";"0";"0";"0";"4";"85835";"33610"
"000002";"3";"07.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"347";"1";"4";"17350";"3400"
"000002";"4";"08.06.2017";"BYN";"5";"2078";"1";"20";"1882";"1";"50";"420";"1";"0";"0";"0";"4";"69030";"32650"
"000002";"4";"08.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"313";"1";"4";"15650";"3900"
"000002";"5";"09.06.2017";"BYN";"5";"2011";"1";"20";"1800";"1";"50";"133";"1";"0";"0";"0";"4";"52705";"97270"
"000002";"5";"09.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"274";"1";"4";"13700";"11700"
"000002";"6";"10.06.2017";"BYN";"5";"814";"1";"20";"0";"0";"50";"0";"0";"0";"0";"0";"4";"4070";"8140"
"000002";"6";"10.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"157";"1";"4";"7850";"5400"
"000002";"7";"11.06.2017";"BYN";"5";"0";"0";"20";"0";"0";"50";"0";"0";"0";"0";"0";"4";"0";"0"
"000002";"7";"11.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"103";"1";"4";"5150";"100"
"000002";"1";"12.06.2017";"BYN";"5";"0";"0";"20";"0";"0";"50";"0";"0";"0";"0";"0";"4";"0";"40330"
"000002";"1";"12.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"102";"1";"4";"5100";"3600"
"000002";"2";"13.06.2017";"BYN";"5";"2361";"1";"20";"2319";"1";"50";"2033";"1";"0";"0";"0";"4";"159835";"73850"
"000002";"2";"13.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"465";"1";"4";"23250";"3000"
"000002";"3";"14.06.2017";"BYN";"5";"2308";"1";"20";"2176";"1";"50";"1357";"1";"0";"0";"0";"4";"122910";"31065"
"000002";"3";"14.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"435";"1";"4";"21750";"2150"
"000002";"4";"15.06.2017";"BYN";"5";"2245";"1";"20";"2086";"1";"50";"778";"1";"0";"0";"0";"4";"91845";"36395"
"000002";"4";"15.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"392";"1";"4";"19600";"6050"
"000002";"5";"16.06.2017";"BYN";"5";"2162";"1";"20";"1967";"1";"50";"106";"1";"0";"0";"0";"4";"55450";"29445"
"000002";"5";"16.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"271";"1";"4";"13550";"2850"
"000002";"6";"17.06.2017";"BYN";"5";"2009";"1";"20";"798";"1";"50";"0";"0";"0";"0";"0";"4";"26005";"23060"
"000002";"6";"17.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"214";"1";"4";"10700";"1550"
"000002";"7";"18.06.2017";"BYN";"5";"2384";"1";"20";"2361";"1";"50";"2250";"1";"0";"0";"0";"4";"171640";"7645"
"000002";"7";"18.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"481";"1";"4";"24050";"1750"
"000002";"1";"19.06.2017";"BYN";"5";"2347";"1";"20";"2298";"1";"50";"2126";"1";"0";"0";"0";"4";"163995";"0"
"000002";"1";"19.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"446";"1";"4";"22300";"0"
"000002";"2";"20.06.2017";"BYN";"5";"2306";"1";"20";"2193";"1";"50";"1704";"1";"0";"0";"0";"4";"140590";"18685"
"000002";"2";"20.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"407";"1";"4";"20350";"2050"
"000002";"3";"21.06.2017";"BYN";"5";"2263";"1";"20";"2122";"1";"50";"1363";"1";"0";"0";"0";"4";"121905";"23585"
"000002";"3";"21.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"366";"1";"4";"18300";"2600"
"000002";"4";"22.06.2017";"BYN";"5";"2226";"1";"20";"2057";"1";"50";"921";"1";"0";"0";"0";"4";"98320";"20300"
"000002";"4";"22.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"314";"1";"4";"15700";"3350"
"000002";"5";"23.06.2017";"BYN";"5";"2196";"1";"20";"1977";"1";"50";"550";"1";"0";"0";"0";"4";"78020";"25160"
"000002";"5";"23.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"247";"1";"4";"12350";"2900"
"000002";"6";"24.06.2017";"BYN";"5";"2156";"1";"20";"1854";"1";"50";"100";"1";"0";"0";"0";"4";"52860";"10700"
"000002";"6";"24.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"189";"1";"4";"9450";"500"
"000002";"7";"25.06.2017";"BYN";"5";"2084";"1";"20";"1587";"1";"50";"0";"0";"0";"0";"0";"4";"42160";"6590"
"000002";"7";"25.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"179";"1";"4";"8950";"800"
"000002";"1";"26.06.2017";"BYN";"5";"2026";"1";"20";"1272";"1";"50";"0";"0";"0";"0";"0";"4";"35570";"17420"
"000002";"1";"26.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"163";"1";"4";"8150";"900"
"000002";"2";"27.06.2017";"BYN";"5";"1954";"1";"20";"419";"1";"50";"0";"0";"0";"0";"0";"4";"18150";"23205"
"000002";"2";"27.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"145";"1";"4";"7250";"1700"
"000002";"3";"28.06.2017";"BYN";"5";"2374";"1";"20";"2349";"1";"50";"2108";"1";"0";"0";"0";"4";"164250";"11890"
"000002";"3";"28.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"466";"1";"4";"23300";"1050"
"000002";"4";"29.06.2017";"BYN";"5";"2324";"1";"20";"2272";"1";"50";"1906";"1";"0";"0";"0";"4";"152360";"14995"
"000002";"4";"29.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"445";"1";"4";"22250";"5500"
"000002";"5";"30.06.2017";"BYN";"5";"2295";"1";"20";"2207";"1";"50";"1635";"1";"0";"0";"0";"4";"137365";"28665"
"000002";"5";"30.06.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"335";"1";"4";"16750";"2650"
"000002";"6";"01.07.2017";"BYN";"5";"2254";"1";"20";"2109";"1";"50";"1105";"1";"0";"0";"0";"4";"108700";"17445"
"000002";"6";"01.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"282";"1";"4";"14100";"1850"
"000002";"7";"02.07.2017";"BYN";"5";"2213";"1";"20";"2027";"1";"50";"793";"1";"0";"0";"0";"4";"91255";"5550"
"000002";"7";"02.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"245";"1";"4";"12250";"850"
"000002";"1";"03.07.2017";"BYN";"5";"2187";"1";"20";"1996";"1";"50";"697";"1";"0";"0";"0";"4";"85705";"10540"
"000002";"1";"03.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"228";"1";"4";"11400";"0"
"000002";"2";"04.07.2017";"BYN";"5";"2169";"1";"20";"1971";"1";"50";"498";"1";"0";"0";"0";"4";"75165";"9905"
"000002";"2";"04.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"228";"1";"4";"11400";"1300"
"000002";"3";"05.07.2017";"BYN";"5";"2144";"1";"20";"1912";"1";"50";"326";"1";"0";"0";"0";"4";"65260";"0"
"000002";"3";"05.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"202";"1";"4";"10100";"0"
"000002";"4";"06.07.2017";"BYN";"5";"2079";"1";"20";"1426";"1";"50";"0";"0";"0";"0";"0";"4";"38915";"17595"
"000002";"4";"06.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"172";"1";"4";"8600";"1500"
"000002";"5";"07.07.2017";"BYN";"5";"1952";"1";"20";"578";"1";"50";"0";"0";"0";"0";"0";"4";"21320";"23855"
"000002";"5";"07.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"142";"1";"4";"7100";"2700"
"000002";"6";"08.07.2017";"BYN";"5";"2367";"1";"20";"2351";"1";"50";"2259";"1";"0";"0";"0";"4";"171805";"12810"
"000002";"6";"08.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"489";"1";"4";"24450";"1450"
"000002";"7";"09.07.2017";"BYN";"5";"2297";"1";"20";"2258";"1";"50";"2047";"1";"0";"0";"0";"4";"158995";"7290"
"000002";"7";"09.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"460";"1";"4";"23000";"250"
"000002";"1";"10.07.2017";"BYN";"5";"2235";"1";"20";"2234";"1";"50";"1917";"1";"0";"0";"0";"4";"151705";"35370"
"000002";"1";"10.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"455";"1";"4";"22750";"1050"
"000002";"2";"11.07.2017";"BYN";"5";"2167";"1";"20";"2120";"1";"50";"1262";"1";"0";"0";"0";"4";"116335";"31635"
"000002";"2";"11.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"434";"1";"4";"21700";"1700"
"000002";"3";"12.07.2017";"BYN";"5";"2110";"1";"20";"2020";"1";"50";"675";"1";"0";"0";"0";"17";"84700";"45385"
"000002";"3";"12.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"400";"1";"17";"20000";"2000"
"000002";"4";"13.07.2017";"BYN";"5";"1991";"1";"20";"1468";"1";"50";"0";"0";"0";"0";"0";"19";"39315";"34360"
"000002";"4";"13.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"360";"1";"19";"18000";"1900"
"000002";"5";"14.07.2017";"BYN";"5";"991";"1";"20";"0";"0";"50";"0";"0";"0";"0";"0";"19";"4955";"45425"
"000002";"5";"14.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"322";"1";"19";"16100";"2600"
"000002";"6";"15.07.2017";"BYN";"5";"2337";"1";"20";"2273";"1";"50";"1641";"1";"0";"0";"0";"4";"139195";"28700"
"000002";"6";"15.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"452";"1";"4";"22600";"3400"
"000002";"7";"16.07.2017";"BYN";"5";"2221";"1";"20";"2167";"1";"50";"1121";"1";"0";"0";"0";"4";"110495";"14665"
"000002";"7";"16.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"384";"1";"4";"19200";"1050"
"000002";"1";"17.07.2017";"BYN";"5";"2188";"1";"20";"2117";"1";"50";"851";"1";"0";"0";"0";"4";"95830";"27345"
"000002";"1";"17.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"363";"1";"4";"18150";"3200"
"000002";"2";"18.07.2017";"BYN";"5";"2111";"1";"20";"1984";"1";"50";"365";"1";"0";"0";"0";"4";"68485";"25060"
"000002";"2";"18.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"299";"1";"4";"14950";"1300"
"000002";"3";"19.07.2017";"BYN";"5";"2057";"1";"20";"1657";"1";"50";"0";"0";"0";"0";"0";"4";"43425";"27605"
"000002";"3";"19.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"273";"1";"4";"13650";"1200"
"000002";"4";"20.07.2017";"BYN";"5";"1924";"1";"20";"310";"1";"50";"0";"0";"0";"0";"0";"4";"15820";"26800"
"000002";"4";"20.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"249";"1";"4";"12450";"2550"
"000002";"5";"21.07.2017";"BYN";"5";"2356";"1";"20";"2316";"1";"50";"2067";"1";"0";"0";"0";"4";"161450";"32325"
"000002";"5";"21.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"471";"1";"4";"23550";"3100"
"000002";"6";"22.07.2017";"BYN";"5";"2289";"1";"20";"2214";"1";"50";"1468";"1";"0";"0";"0";"4";"129125";"20360"
"000002";"6";"22.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"409";"1";"4";"20450";"1650"
"000002";"7";"23.07.2017";"BYN";"5";"2235";"1";"20";"2132";"1";"50";"1099";"1";"0";"0";"0";"4";"108765";"11775"
"000002";"7";"23.07.2017";"USD";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"376";"1";"4";"18800";"1500"
"000002";"1";"24.07.2017";"BYN";"5";"2194";"1";"20";"2091";"1";"50";"884";"1";"0";"0";"0";"4";"96990";"16755"
